n,n_2,Mass,Length,Energy
39,1521,8.006807597074384e-29,1.7860219525111686e-09,8.380186831358517e-21
78,6084,1.0137806135724197e-29,3.970230634420609e-09,2.67880573741336e-20
43,1849,4.0972414583178084e-29,7.400388247874814e-09,1.051695363617753e-21
55,3025,4.034576433007515e-27,7.44609513965087e-09,1.3493656553239805e-23
62,3844,1.0170007370198877e-28,8.842278237684216e-09,4.279215327644691e-22
62,3844,1.817687063546403e-30,9.54612230198375e-09,2.054190217981795e-20
29,841,5.641994802667649e-28,1.737982306349849e-09,9.33892067432063e-22
10,100,3.840633920054689e-30,4.448113526100609e-09,7.222165441900513e-21
69,4761,6.950081619893946e-30,2.547687055907085e-09,8.394389113776909e-20
59,3481,1.1301667419610032e-30,7.949356344892616e-09,4.533855031686228e-20
61,3721,2.252579613555586e-30,9.786920182045267e-09,1.551599620639595e-20
71,5041,1.7953070954393873e-28,5.984997247584905e-09,6.059178730039446e-22
30,900,1.0022437232260414e-28,5.218024578844264e-09,6.033339174497699e-22
18,324,5.4943032193764425e-27,9.724360693072808e-10,1.901340219468896e-22
51,2601,2.3882061643075206e-27,5.544860536220567e-09,3.8118796317321575e-23
95,9025,4.7797463520842993e-29,5.281061817703432e-09,3.911094634046717e-21
71,5041,3.118057107682011e-29,6.049709604018409e-09,3.414501429601966e-21
56,3136,7.245192083412741e-28,5.102637623664158e-09,1.62918626883717e-22
5,25,6.652119080365985e-30,4.897496656081997e-09,1.719823048637855e-21
34,1156,6.4014584977231225e-28,8.74556344219991e-09,3.8110659612041177e-23
68,4624,4.943735137216115e-30,2.379774605443868e-09,1.3329201633599062e-19
65,4225,1.3428152333439934e-28,3.682156816467953e-09,1.9593616720061098e-21
28,784,8.100923555826957e-28,2.226200340856487e-09,3.8275165691231306e-22
16,256,8.970335428955263e-30,9.261280974908023e-09,1.1412774883650043e-21
12,144,5.738479051995409e-29,9.958654532834321e-09,1.1571913630097246e-22
96,9216,6.799554779549343e-28,9.644706085591715e-09,8.32980496917041e-23
1,1,1.479382862669945e-28,9.614491658302079e-09,4.013181803911263e-24
47,2209,3.5658331055553556e-27,3.6853947029048714e-09,5.325874182640074e-23
3,9,1.4285929257727794e-29,4.031929323274502e-09,7.0893923141116855e-22
30,900,1.2669232691952658e-28,6.935117277008329e-09,2.7020003100147547e-22
7,49,5.524187252900284e-29,8.660785651808348e-09,9.271225406287108e-23
66,4356,2.924462530026806e-28,4.89563510937831e-09,5.167754391735862e-22
36,1296,7.785499160082488e-29,1.2407854770818136e-09,1.648332065930272e-20
69,4761,2.699628586117384e-28,7.526875939106489e-09,2.475925818791138e-22
76,5776,3.6230778689726095e-30,3.8892982375453087e-10,7.610540515709266e-18
58,3364,3.084752391507872e-29,6.118157950145531e-09,2.7566928906335414e-21
66,4356,1.4835062717898035e-29,3.887278227591989e-09,1.615791685163829e-20
78,6084,9.824955712738499e-30,5.468635717188364e-09,1.4568944332653223e-20
65,4225,7.004656428092802e-29,3.0442146384667885e-10,5.495384065897855e-19
76,5776,3.185301014706042e-30,2.68582838569922e-09,1.8152174812485676e-19
79,6241,2.027335554975452e-29,2.218855764484725e-10,4.3437556018149345e-18
48,2304,1.1984912481441441e-30,9.521635998322741e-09,2.4244056784597176e-20
25,625,8.658834439049793e-27,3.5459553438599965e-09,1.260190266137659e-23
90,8100,2.1073455435479437e-29,7.1217245412662366e-09,4.621239583850151e-21
6,36,6.066197143673807e-29,6.805393935965644e-09,1.172061127757471e-22
65,4225,9.457478047556659e-30,9.034978566310237e-09,4.620679365853756e-21
13,169,4.022332369427995e-29,8.078416735789139e-09,2.7179093276306977e-22
82,6724,2.7728783765044934e-28,7.637436679378334e-09,2.782337812875364e-22
1,1,2.260982433842096e-30,1.5686149100208168e-09,9.864889073300675e-21
65,4225,5.5800533174701404e-30,2.0267433186529127e-09,1.5563224416217288e-19
3,9,1.732451957467049e-30,1.597235991489321e-09,3.7251515930980727e-20
25,625,2.6806191668380157e-29,4.538009275478633e-09,2.4853994823839036e-21
8,64,1.139895560575638e-29,6.294545333435528e-09,9.721163894943096e-22
70,4900,1.0409873248431059e-27,1.5242391625931497e-09,1.5884313088189147e-21
76,5776,5.9225997155021165e-28,8.973465602222065e-09,8.745867187281664e-23
27,729,1.4933345915176736e-29,7.83528804500326e-09,1.616288106304142e-21
88,7744,2.908145823406096e-28,9.410895756855857e-10,1.8751095200823224e-20
54,2916,3.6796728300114076e-29,4.836832252965204e-09,3.4425842224756935e-21
60,3600,2.5746884889322678e-27,9.19149926414195e-09,1.5138258514815377e-23
81,6561,6.171221925946032e-27,9.869349309718798e-09,7.395352600577208e-24
81,6561,2.781810012900607e-28,3.76898419778216e-09,1.1249442276428113e-21
4,16,6.82696491974234e-30,2.8179392636531537e-09,4.0494042591076855e-21
27,729,2.3706285877878687e-29,4.738825263483856e-09,2.7834340040747253e-21
69,4761,2.8292554569295146e-29,9.764026387245653e-09,1.4039159610987469e-21
54,2916,1.1671399412292879e-30,9.450721014248112e-09,2.842909365877662e-20
60,3600,1.8830051719699685e-29,4.2876239860775355e-09,9.512363236013383e-21
86,7396,1.2691021172747306e-30,6.823819854441255e-09,7.986727154724902e-20
90,8100,1.2060700576080974e-29,9.095613318923585e-09,4.950260661523713e-21
52,2704,3.0997462401074314e-27,4.480799372147705e-09,4.585516663709597e-23
95,9025,8.073644785934894e-27,7.223435441548726e-09,1.2376232169263969e-23
53,2809,1.792164250985694e-30,1.0006077427743855e-09,1.621035079339525e-18
12,144,5.0099036472782845e-28,5.970236369882978e-10,3.687999834962069e-21
5,25,1.0542632531888417e-27,9.970196496236306e-10,2.61839746414281e-22
27,729,1.5862626705458547e-27,5.1617050689527655e-09,3.506100492590121e-23
68,4624,4.667030704064178e-28,8.961423511080312e-09,9.957179170132715e-23
91,8281,4.617308102707109e-30,7.7404841326408e-09,1.80525418204765e-20
99,9801,1.3219160921260906e-28,8.755885052323543e-09,5.36109217249513e-22
50,2500,8.420081956188055e-29,7.240914611488198e-09,6.215683687100701e-22
26,676,6.168340182551149e-29,4.064831852573233e-09,1.4000447993807254e-21
11,121,5.746954482838216e-27,4.306917427854474e-09,5.662965404307818e-24
73,5329,6.912948400993199e-28,8.59060252764972e-09,7.852977729627949e-23
88,7744,8.822696498224524e-30,3.831561884861404e-09,3.728650828656941e-20
49,2401,2.1965106077575704e-28,4.640999731156613e-09,5.684100661838439e-22
64,4096,1.6164615251639076e-30,7.851855813201505e-09,3.5244555856479544e-20
47,2209,2.2374884674471247e-30,7.361366590464558e-09,2.1273660915278118e-20
62,3844,2.7404034020309066e-29,3.3461952254050253e-09,1.1089110547666868e-20
62,3844,1.7033678626460985e-27,2.150583123100578e-09,4.319095884671593e-22
38,1444,7.107198864620232e-30,6.228581301947678e-09,7.563606486599507e-21
98,9604,1.0399478536082161e-30,3.3775280615286307e-09,4.533552535331394e-19
98,9604,6.507803469303854e-28,4.719422481089744e-09,3.710530489199844e-22
7,49,3.1316191638923438e-28,2.3752990448120613e-09,2.1742755471722468e-22
3,9,4.4089955331901865e-27,8.485938335125888e-09,5.185658638709152e-25
20,400,1.976597513089665e-28,4.33368399992212e-10,2.956782245281665e-20
100,10000,5.678224064247981e-27,4.944479566368913e-09,3.953378290388403e-23
40,1600,8.345735992840081e-27,8.02990798782762e-09,4.0793999220091174e-24
29,841,4.0574059814105636e-27,3.897113486797351e-09,2.5827686055726953e-23
62,3844,1.428133855084958e-30,3.612898214317559e-09,1.825296386112331e-19
58,3364,1.1635063403135167e-30,2.563040397109927e-09,4.164572322908774e-19
83,6889,2.3843939728562308e-30,5.8993353755285595e-09,5.489287483104723e-20
79,6241,1.1325274260893421e-29,3.656155121785738e-09,2.8638562050129215e-20
69,4761,3.071208068223699e-30,4.689811915097643e-09,5.605973896808472e-20
56,3136,9.474799748159063e-27,5.173576635756318e-09,1.211876281780023e-23
35,1225,4.8454332744322485e-28,7.061152130070772e-09,7.950718224575195e-23
12,144,3.507452972338862e-30,8.460999928622724e-09,2.6228175343344547e-21
3,9,3.614708220424121e-28,2.181314329505974e-09,9.572680744859835e-23
46,2116,6.520120818323187e-30,7.439835382659557e-09,6.995159278521825e-21
18,324,3.0260379875641054e-30,7.088506378102513e-09,6.496968069884687e-21
67,4489,3.837816265601099e-30,7.991653478886172e-09,1.5001663045963813e-20
13,169,1.2659395450688472e-28,4.224948631162623e-09,3.157254506379847e-22
40,1600,4.974797725001766e-28,1.9647399472376952e-09,1.1431322716799836e-21
49,2401,3.181464001625034e-30,8.367212360782452e-09,1.2073399051432033e-20
18,324,4.70894544960521e-28,2.895177526434957e-09,2.5027675744384637e-22
36,1296,1.6910644036980305e-28,6.421401755273555e-09,2.833379451247617e-22
52,2704,9.049170997192725e-29,2.446721542317765e-09,5.268021382519789e-21
95,9025,1.7217496456582564e-30,6.292389493418513e-09,7.647940145911812e-20
90,8100,1.0072113277432173e-30,2.4751523063030662e-09,8.004609017388349e-19
59,3481,1.8685009136035047e-28,8.507374685638219e-09,2.3943610979033885e-22
49,2401,2.2553291539118275e-30,7.1115306489563904e-09,2.357664725611862e-20
46,2116,3.4520280432027976e-29,4.47879901448771e-09,3.6457126944380646e-21
83,6889,5.195344585115417e-28,8.996834345610379e-10,1.0831942808038475e-20
75,5625,5.21152976395494e-30,4.3271334467561624e-09,4.2181064456257954e-20
85,7225,3.8732463920289067e-28,6.045623858795028e-09,3.2952140168687205e-22
14,196,2.803014031464087e-29,4.407078766169203e-10,1.4113125732198016e-19
75,5625,9.29069011049884e-29,4.399275070373192e-09,2.2891440652306725e-21
94,8836,4.108688511710059e-28,4.4030211993450706e-09,6.476571356559001e-22
92,8464,3.176268586310754e-29,5.707225699504182e-09,4.8802557811856075e-21
75,5625,2.883133818273905e-30,8.570918629114288e-09,1.9434071266121458e-20
97,9409,3.419506223203493e-28,1.8858181220126627e-09,4.37754680245512e-21
17,289,9.980255857320972e-27,1.1399406526963283e-09,7.193907254699857e-23
38,1444,4.2277527475447524e-29,7.907761388959007e-10,7.888400926123418e-20
15,225,1.2412842323950831e-28,6.417914182673861e-09,1.6101053051233142e-22
74,5476,5.995083124740797e-30,7.374638785264614e-09,1.2455956307124601e-20
52,2704,8.741520836662195e-30,4.804773861423872e-09,1.414140348813129e-20
6,36,1.504824945514282e-29,1.1868438546837671e-09,1.55346033772179e-20
80,6400,4.823007607367178e-28,2.5137765611633277e-09,1.4405912312935335e-21
6,36,3.1460283040974224e-27,1.3296725025155117e-09,5.919994746632764e-23
46,2116,3.2069656757147965e-27,6.515803651439313e-09,1.8541702750363114e-23
63,3969,1.5564612256490348e-30,4.987234428983879e-09,8.931095825827635e-20
75,5625,1.693484739260023e-29,2.8084562066303548e-09,3.081532380393461e-20
3,9,6.618018854786278e-28,7.410556941342651e-09,4.5301609186909514e-24
2,4,3.802010844043975e-28,9.185487278522364e-09,3.421640015363505e-24
10,100,4.777529910357035e-27,4.158559526352316e-09,6.642519106968628e-24
100,10000,3.499175423713927e-30,4.853481980118545e-09,6.658087730651294e-20
16,256,4.238021219417749e-28,5.035858466473005e-09,8.170185108533418e-23
66,4356,1.3304740942066723e-30,1.1180007593684531e-09,2.1780878257469786e-18
31,961,9.216657484002726e-28,4.577483726528716e-09,8.809610340097423e-23
67,4489,3.618407252859096e-28,7.919197025249908e-09,1.6203809662151e-22
9,81,1.0599157996065459e-27,3.7435292983249694e-10,3.3252993116763538e-21
65,4225,9.49853915866981e-30,8.562661006385219e-09,5.122253991288307e-21
94,8836,1.3024106461745867e-27,8.070520852948332e-10,6.0813340482259414e-21
45,2025,3.2992075481747273e-28,1.6328103286682273e-09,2.8077178987734923e-21
36,1296,1.4237640917785178e-28,2.1019161004534374e-09,3.140912105491001e-21
22,484,1.5432553455500185e-27,1.2717245386540731e-09,4.837498686202622e-22
28,784,8.362748403647725e-28,6.550096482872247e-09,4.2828777464235116e-23
30,900,1.84241213987551e-27,4.986480103983001e-09,3.593919613934022e-23
68,4624,1.4976166661643746e-27,8.848352683762917e-09,3.182771574499063e-23
37,1369,3.541102678785757e-30,8.917460193623069e-09,7.211123231430043e-21
13,169,4.242061009218491e-28,4.469838171687515e-09,8.417922323052771e-23
13,169,1.1065950049738769e-29,1.2314330845293342e-09,4.251626288595489e-20
65,4225,1.3213984637422458e-30,2.126552577820323e-09,5.969657037502903e-19
52,2704,5.527568055918631e-30,5.908993010751155e-09,1.4786465168271034e-20
65,4225,1.5894064761816348e-28,5.281443914404961e-09,8.046279341298774e-22
83,6889,2.698008098480943e-29,9.937868341429591e-09,1.709505245075136e-21
26,676,7.170022811031419e-28,2.718326403869491e-09,2.69321903536724e-22
27,729,1.4251485901606694e-30,5.413634502321568e-09,3.547707661226339e-20
96,9216,5.037956332208033e-29,3.2892083916906332e-09,9.666207793848018e-21
78,6084,3.3893034825991617e-29,7.934836246922302e-09,2.005997001915852e-21
21,441,2.878171711102201e-28,2.5985177678182607e-09,5.930253859736412e-22
100,10000,6.100035296586025e-27,6.648641093258756e-09,2.0352789686083246e-23
24,576,4.114942247867727e-30,1.955274578885676e-09,8.372478893212702e-20
51,2601,9.453306769674747e-29,1.6537296498881351e-09,1.0826285372654038e-20
30,900,5.457107114974668e-28,6.396950091492257e-09,7.372841937097732e-23
40,1600,4.420532689837488e-27,6.366196233854436e-09,1.2253140518307064e-23
50,2500,2.420647698374058e-27,1.1592632468145636e-09,8.435218854712148e-22
93,8649,7.147116254332747e-29,5.8305899214812595e-09,2.1006281395573937e-21
3,9,4.047635736590211e-30,6.4296036876565004e-09,9.839510559573115e-22
13,169,9.461715959620873e-30,1.6234273875597713e-09,2.861078548206942e-20
57,3249,1.3568372887998978e-28,7.2018102633788445e-09,4.445143712006485e-22
73,5329,5.377908897134116e-29,9.437570379724764e-09,8.363943383531763e-22
16,256,2.154914317266557e-27,9.186829145003269e-09,4.8281501630043645e-24
28,784,4.3781547393514505e-27,7.486295120948991e-10,6.262606276406124e-22
82,6724,1.5918352570436992e-27,7.393799716350526e-09,5.1713322371388285e-23
76,5776,1.5961200688300221e-27,7.0662574089239276e-09,5.233487585118943e-23
32,1024,4.7811611045728204e-27,2.1900749875339604e-10,7.658094161108446e-21
24,576,3.043471068192848e-30,5.355246296516893e-09,1.5090555845860998e-20
21,441,2.2612936401075876e-29,9.254912480122973e-09,5.950312476433951e-22
11,121,6.802820160125774e-28,8.956790377745336e-09,1.1061676326403312e-23
78,6084,6.26082563734549e-29,1.1584069266887637e-09,5.0952180475183327e-20
28,784,7.543383416566196e-30,2.476183568298841e-09,3.322371907069553e-20
92,8464,2.4533106870419238e-30,4.439101446520565e-09,1.0444008303260127e-19
55,3025,6.194346991106124e-30,9.152180564046134e-09,5.817549296793509e-21
53,2809,9.146407121986197e-30,3.877191086748496e-09,2.115499862702705e-20
62,3844,2.2821420859269832e-27,7.471662398868227e-09,2.670770683892795e-23
80,6400,3.695249708498186e-28,7.40748245659622e-09,2.1653445153995914e-22
94,8836,1.8469662298233816e-28,9.468815184165882e-10,3.115298678215949e-20
29,841,2.7957970635142908e-27,8.064227538245244e-10,8.753643970201332e-22
96,9216,3.511532922383078e-27,3.6461145332225543e-09,1.1285893478455363e-22
32,1024,1.2616705058832985e-29,4.77541240469127e-10,6.103856755443359e-19
24,576,3.6807030007852466e-30,2.3987145632971985e-09,6.2193556816621e-20
83,6889,8.99593911015307e-30,6.185677952712141e-10,1.3233631773288132e-18
96,9216,6.752191071823353e-27,3.7642009540611145e-09,5.506846623409948e-23
62,3844,9.504991510084182e-28,9.394104256334282e-09,4.05649809800562e-23
28,784,1.0416331354198398e-29,6.795393971965336e-10,3.194743794436786e-19
40,1600,1.1748762102039149e-29,7.3094699019954255e-09,3.4971816337204835e-21
98,9604,1.5266875811099792e-28,6.965518097743992e-09,7.260911190532117e-22
98,9604,3.3768803364655135e-29,3.3515176870892373e-09,1.4179125453438837e-20
81,6561,1.4493259707367422e-29,2.1348377658173503e-09,6.729941084401291e-20
58,3364,1.319651285684389e-28,7.041654262035332e-09,4.864536703351704e-22
77,5929,1.5250591943362328e-28,4.56916164412812e-09,1.32725096946797e-21
11,121,1.3887724271367776e-27,9.213026119542726e-09,5.121286436029908e-24
4,16,6.484998324121588e-29,5.065806688020224e-09,1.319091643161092e-22
83,6889,9.314686954042707e-27,2.750397090403206e-09,6.464591705035032e-23
45,2025,3.7716432647906203e-28,7.169596317596802e-09,1.2738390837411573e-22
18,324,3.332542813749891e-29,5.143904158315899e-09,1.1202968195582645e-21
37,1369,1.0553207685655002e-30,5.5850274985364385e-09,6.168629399160277e-20
84,7056,2.3373999026348483e-27,1.3702383366213186e-10,1.0504517482023123e-19
42,1764,2.257042976351453e-28,3.945534563814993e-09,6.560241530074231e-22
75,5625,1.0083741311347835e-29,2.544679457682314e-09,6.303699060570352e-20
72,5184,4.6710723766957764e-29,6.99987408981324e-09,1.726463953719007e-21
93,8649,1.2701563038761251e-27,5.416631669337902e-09,1.3695857959261757e-22
50,2500,1.22164878447821e-27,6.817138576119253e-09,4.8332745380131934e-23
85,7225,2.270294635850816e-29,5.01460047220468e-09,8.171204884282567e-21
70,4900,9.62839481531683e-30,7.57293956293462e-09,6.957244077765725e-21
53,2809,9.401516305524235e-27,1.6528762575695077e-09,1.1324508318574898e-22
29,841,7.997342764381068e-30,6.963115476147468e-09,4.104565254262932e-21
99,9801,1.6804646468126029e-29,5.276049001384104e-10,1.1614760135918023e-18
17,289,8.299502670184872e-27,2.6213536601870438e-09,1.6359411953083823e-23
40,1600,4.668782040223206e-27,4.3840836046435606e-10,2.4463624865564096e-21
6,36,4.927492921318151e-29,4.67838803187233e-10,3.053197044510962e-20
91,8281,7.27684343703855e-30,3.093775231592929e-09,7.170392293828038e-20
36,1296,3.90268486312781e-27,3.069802068423087e-09,5.372053633298146e-23
58,3364,9.63801005549486e-29,8.697591355577832e-09,4.365808601842045e-22
78,6084,1.2143572824385026e-30,2.2970316708128212e-09,6.680919311816569e-19
38,1444,4.4303511872122593e-29,7.5972676538694e-09,8.155538853298742e-22
81,6561,1.0989806351828439e-28,7.043442920131576e-09,8.153555879826457e-22
67,4489,2.850571324239657e-28,3.8724476487641875e-09,8.601889355944828e-22
41,1681,1.7535528336706398e-28,1.457352093064362e-09,6.04168523152556e-21
28,784,4.2288577617887646e-29,4.2873312546150535e-09,1.976892006966412e-21
20,400,3.1297606608234014e-29,2.0199726315938044e-10,8.595080915399861e-19
74,5476,1.5618087627127503e-29,2.949950864396909e-09,2.9881085620845105e-20
50,2500,1.094091212983431e-29,2.515537637267101e-09,3.9634821528456785e-20
70,4900,5.025734253949667e-28,5.272960546230405e-09,2.7492329957075453e-22
84,7056,1.2131761812873237e-30,6.394882592897293e-09,9.29206698689565e-20
32,1024,1.9938884902758552e-27,5.841490467307965e-09,2.5812129729757415e-23
57,3249,4.5147468961136656e-29,6.311371393026026e-09,1.7394664048619915e-21
68,4624,5.348545917546334e-27,8.127674586707886e-09,1.0562400764284804e-23
